iter	Logloss
313	0.3461432339
314	0.3458314375
315	0.3453055768
316	0.3447270669
317	0.3444405548
318	0.3442550533
319	0.3438718181
320	0.3436154137
321	0.343300181
322	0.3430443125
323	0.3426543307
324	0.3423073193
325	0.3419903211
326	0.3417839492
327	0.3413836897
328	0.3409333032
329	0.3408086477
330	0.3404812773
331	0.3402116634
332	0.3398378861
333	0.3395589403
334	0.338995437
335	0.3385397225
336	0.3382502784
337	0.3379099822
338	0.3376518123
339	0.3372829847
340	0.3369274297
341	0.3366695436
342	0.3364473453
343	0.3360869983
344	0.3357128427
345	0.3352652621
346	0.33480526
347	0.3344771015
348	0.3341673544
349	0.3339852893
350	0.3337152654
351	0.3333940112
352	0.333102707
353	0.3328412899
354	0.3325689647
355	0.3324659994
356	0.3320720137
357	0.3317494668
358	0.3314783396
359	0.3312208633
360	0.3309358014
361	0.3305857004
362	0.3300695498
363	0.3297069644
364	0.3293170771
365	0.3290789265
366	0.3285447428
367	0.328278912
368	0.3278781166
369	0.3276005895
370	0.3273994824
371	0.3271290803
372	0.3267880905
373	0.326568635
374	0.3263606552
375	0.3260361222
376	0.3257403098
377	0.3255458548
378	0.325134498
379	0.3247125168
380	0.3244513835
381	0.3243280521
382	0.3240337529
383	0.3237936477
384	0.3234919714
385	0.3233317225
386	0.3230901671
387	0.3228799489
388	0.3226212431
389	0.3224724383
390	0.3221798731
391	0.3219586837
392	0.3217542664
393	0.3214141593
394	0.3212338913
395	0.3210623245
396	0.3207900623
397	0.3206201664
398	0.3201922582
399	0.3198220119
400	0.3195500965
401	0.3191080015
402	0.3186290205
403	0.3181647309
404	0.3178829477
405	0.3176038758
406	0.3172591028
407	0.3167399887
408	0.3166418154
409	0.3163959724
410	0.3162953716
411	0.3160064319
412	0.315454152
413	0.3152154024
414	0.3147893228
415	0.3145755421
416	0.3142549499
417	0.3139243008
418	0.3133759302
419	0.3130658993
420	0.3128856943
421	0.3127092724
422	0.3122586968
423	0.3119500846
424	0.3117356734
425	0.3115498566
426	0.3112613899
427	0.3110667142
428	0.3109244985
429	0.31081176
430	0.3105291571
431	0.3103194749
432	0.3101227815
433	0.3099072039
434	0.3095481179
435	0.3091035007
436	0.308759642
437	0.3085053814
438	0.3083318285
439	0.3080354486
440	0.3078494427
441	0.3073919943
442	0.3072245889
443	0.3070959296
444	0.3068414168
445	0.3064276325
446	0.3060134383
447	0.3056623601
448	0.3053614719
449	0.3051461779
450	0.3048714252
451	0.3045071058
452	0.3040627409
453	0.3037110321
454	0.3034727554
455	0.3029860189
456	0.3028021568
457	0.3025575748
458	0.3023242793
459	0.3021696106
460	0.3019751557
461	0.3017628883
462	0.3014984761
463	0.301235861
464	0.3009354773
465	0.3005702752
466	0.3003511665
467	0.300123199
468	0.2998765047
469	0.2997355816
470	0.2994957916
471	0.299363822
472	0.2992089327
473	0.2990438918
474	0.2985539712
475	0.2983830665
476	0.2980833763
477	0.2978303137
478	0.297570536
479	0.2973931368
480	0.2970831059
481	0.2968480764
482	0.2965509714
483	0.2963823366
484	0.2961671372
485	0.2959417233
486	0.2957402694
487	0.2955859476
488	0.2955013937
489	0.2952872347
490	0.2949495552
491	0.294544819
492	0.2943306285
493	0.2941088716
494	0.2940337126
495	0.2936215992
496	0.2932865364
497	0.2930855869
498	0.2929213343
499	0.2927964896
500	0.292545161
501	0.2923253903
502	0.291983234
503	0.2916686633
504	0.291325845
505	0.2910114635
506	0.2907091882
507	0.2904464785
508	0.2901935735
509	0.2900532494
510	0.2896995229
511	0.2895407874
512	0.2892693449
513	0.2892042428
514	0.2888881274
515	0.2886846243
516	0.2883677522
517	0.2881887767
518	0.287991106
519	0.2877057604
520	0.2874414743
521	0.287145725
522	0.2869965419
523	0.2868610414
524	0.2867476408
525	0.2864939162
526	0.2861782106
527	0.2859667313
528	0.2858628833
529	0.2856008356
530	0.2854165322
531	0.2853005464
532	0.2851182922
533	0.2848644414
534	0.2846468145
535	0.2843899687
536	0.2841340688
537	0.283792543
538	0.2835265231
539	0.2831933833
540	0.2830679712
541	0.2827818059
542	0.282542741
543	0.2822327732
544	0.2818236548
545	0.2814319705
546	0.281109802
547	0.28096002
548	0.2807712082
549	0.2805910347
550	0.2804592858
551	0.2800832071
552	0.2799066591
553	0.279651831
554	0.2795468165
555	0.2791480388
556	0.278919819
557	0.2787755225
558	0.2784225212
559	0.2780296389
560	0.2777429691
561	0.2774417972
562	0.2771482862
563	0.2768212941
564	0.2765503245
565	0.2763613866
566	0.2761075989
567	0.2759542544
568	0.2757037454
569	0.2755080925
570	0.275438356
571	0.2753693131
572	0.275181794
573	0.2749045821
574	0.2745738069
575	0.2743699255
576	0.2741421156
577	0.2739383288
578	0.2737515032
579	0.2735433027
580	0.2732977118
581	0.2731040765
582	0.2728285356
583	0.2727350598
584	0.2725052006
585	0.2722195081
586	0.2718597601
587	0.2715344074
588	0.2713253872
589	0.2712267411
590	0.2711268338
591	0.2708792253
592	0.2705451083
593	0.2701897109
594	0.2699491958
595	0.2698143258
596	0.2696465737
597	0.2694254158
598	0.2692958737
599	0.26908203
600	0.268819005
601	0.2686774514
602	0.2684702913
603	0.2681826442
604	0.2679919408
605	0.2678613584
606	0.2677153595
607	0.2675819397
608	0.26733121
609	0.2670193507
610	0.2669129805
611	0.266760897
612	0.2664825187
613	0.2662851633
614	0.2660328573
615	0.2658973883
616	0.2656707133
617	0.2655560202
618	0.2652199485
619	0.2649601393
620	0.2647679542
621	0.2644882202
622	0.2643584102
623	0.2641492796
624	0.2638926545
625	0.2635327174
626	0.2632612118
627	0.2630374372
628	0.2628043151
629	0.262616591
630	0.2625645567
631	0.262265765
632	0.2618665932
633	0.2617132644
634	0.2614033597
635	0.2610073247
636	0.260915835
637	0.260770845
638	0.2605640947
639	0.2603632241
640	0.2601026109
641	0.2598187155
642	0.2596386366
643	0.2595147535
644	0.2593554032
645	0.259131534
646	0.2589691099
647	0.2587584346
648	0.2584921466
649	0.2583310151
650	0.2580620474
651	0.2578611295
652	0.2574114524
653	0.257297043
654	0.2571298426
655	0.2568861118
656	0.2566454391
657	0.2564054284
658	0.2562654353
659	0.2560570614
660	0.2559522834
661	0.2556841196
662	0.255425067
663	0.255222289
664	0.2548653626
665	0.2546498322
666	0.2545294328
667	0.2542209152
668	0.2540797714
669	0.253982071
670	0.2538367185
671	0.2535255211
672	0.253173639
673	0.2530577794
674	0.2529014241
675	0.2527086085
676	0.2524439441
677	0.2522504034
678	0.2521356315
679	0.2519003971
680	0.2517037352
681	0.2511913993
682	0.2509279172
683	0.2506009252
684	0.2503618918
685	0.2501051249
686	0.2499702075
687	0.2496870057
688	0.2494991712
689	0.249233104
690	0.2489757538
691	0.2488604301
692	0.2487840101
693	0.2485981618
694	0.2484156711
695	0.2481860642
696	0.2479788567
697	0.2479141803
698	0.2477279852
699	0.2474008355
700	0.2472697802
701	0.2470320237
702	0.2467189032
703	0.2464754089
704	0.2463546469
705	0.2461079684
706	0.2457654338
707	0.2455773472
708	0.2453138809
709	0.2450012018
710	0.2448681603
711	0.2447473195
712	0.2446702847
713	0.2444768543
714	0.2443046255
715	0.2441786143
716	0.2439643923
717	0.2439404164
718	0.2438445604
719	0.2436361549
720	0.2434808242
721	0.243263686
722	0.2431378168
723	0.2429478858
724	0.242682386
725	0.2424999111
726	0.242385281
727	0.2422035785
728	0.2419537316
729	0.2417865469
730	0.2417252911
731	0.2415118257
732	0.2414024921
733	0.2412833537
734	0.2411615986
735	0.2409935786
736	0.2408182759
737	0.2406211254
738	0.240413051
739	0.2402626384
740	0.2401153628
741	0.2398402317
742	0.2397360999
743	0.2395903532
744	0.2395144376
745	0.2393441003
746	0.2389674857
747	0.2387311321
748	0.2385993201
749	0.2384789522
750	0.2384171289
751	0.2383529096
752	0.2381255725
753	0.2378994965
754	0.2378116639
755	0.2375885987
756	0.2374760651
757	0.2371819236
758	0.2369894548
759	0.2368492568
760	0.2366211631
761	0.236562524
762	0.2363709379
763	0.2362406392
764	0.2361524913
765	0.2358802291
766	0.235760807
767	0.2356653765
768	0.235553773
769	0.2354811834
770	0.2351549322
771	0.2348077475
772	0.2345654511
773	0.2343265439
774	0.2341586026
775	0.233865202
776	0.233606638
777	0.2333737365
778	0.2332170345
779	0.2330761429
780	0.2330133895
781	0.2328198488
782	0.2327536118
783	0.2325392794
784	0.2324570427
785	0.2323087582
786	0.2321265039
787	0.2318931453
788	0.2316585099
789	0.2314993173
790	0.2313695387
791	0.2312439532
792	0.2310205885
793	0.2308911095
794	0.2307295208
795	0.2304785862
796	0.2303665729
797	0.2300639665
798	0.2298101157
799	0.229616906
800	0.229532699
801	0.229204698
802	0.2291607187
803	0.228980687
804	0.228819256
805	0.2285611492
806	0.228362643
807	0.2280455345
808	0.2278808405
809	0.22759395
810	0.227425725
811	0.2273069965
812	0.2272765104
813	0.2271063466
814	0.2268929915
815	0.2268061047
816	0.226651373
817	0.2264599761
818	0.2262806538
819	0.2260913534
820	0.2258813086
821	0.2257304231
822	0.2255334145
823	0.2253475662
824	0.2251414465
825	0.2248446882
826	0.2246596912
827	0.2243537272
828	0.2241611008
829	0.2239636823
830	0.2237079715
831	0.2233808848
832	0.2231478731
833	0.2229450636
834	0.2229208355
835	0.2227407408
836	0.2225029843
837	0.222307016
838	0.2221358749
839	0.2220669581
840	0.2218407875
841	0.221748888
842	0.221483136
843	0.2214440117
844	0.2212805945
845	0.2209190968
846	0.2206364624
847	0.2205609093
848	0.2202774868
849	0.2200454838
850	0.2198650266
851	0.2196192466
852	0.2194584145
853	0.2194060964
854	0.2191122859
855	0.2189961268
856	0.2188735048
857	0.2187099142
858	0.2186363
859	0.2184518861
860	0.2182927092
861	0.218137284
862	0.2180731119
863	0.2177563502
864	0.2176298031
865	0.2175030827
866	0.2173810912
867	0.2172881355
868	0.2170399437
869	0.2168521408
870	0.2168135682
871	0.2166196807
872	0.2163790238
873	0.2163321755
874	0.2162901823
875	0.2162054708
876	0.2160980918
877	0.2159387573
878	0.2158133294
879	0.2156343066
880	0.2155532522
881	0.2153082919
882	0.215186458
883	0.2149675227
884	0.2148183082
885	0.214564016
886	0.2141431698
887	0.2138311213
888	0.213790531
889	0.2134919915
890	0.2132240169
891	0.2131166064
892	0.2130519457
893	0.2126610181
894	0.2125509593
895	0.2124746181
896	0.2122212244
897	0.2121012034
898	0.2119908766
899	0.2118732673
900	0.2117098974
901	0.2116026445
902	0.2113792798
903	0.2112194566
904	0.2111107692
905	0.2109835601
906	0.2107525029
907	0.2106219047
908	0.2105804002
909	0.2104281276
910	0.2101642199
911	0.2100422757
912	0.209885416
913	0.2097810477
914	0.2096627763
915	0.209582116
916	0.209388528
917	0.2092224153
918	0.2091765601
919	0.2090629073
920	0.2089656956
921	0.2087863102
922	0.2086423764
923	0.2084080877
924	0.2083199241
925	0.2082269211
926	0.2080387084
927	0.2079024827
928	0.2078544837
929	0.207759668
930	0.2076485374
931	0.2075457612
932	0.2073925743
933	0.2072944011
934	0.206882067
935	0.2066012138
936	0.2065095507
937	0.206215756
938	0.2060911478
939	0.2060041506
940	0.2058442801
941	0.205744231
942	0.2055001377
943	0.2052082818
944	0.2051835336
945	0.2048760091
946	0.2047949547
947	0.2044525777
948	0.2042569878
949	0.2040906386
950	0.2039953027
951	0.2038957265
952	0.2038185813
953	0.2036981819
954	0.2036090882
955	0.2035063436
956	0.2033837058
957	0.2033408141
958	0.2032129745
959	0.2031413937
960	0.2030633658
961	0.2029694329
962	0.2028024847
963	0.202636703
964	0.2025459226
965	0.2024719301
966	0.2024352176
967	0.2023368394
968	0.2022600726
969	0.202184882
970	0.2018612948
971	0.201715895
972	0.2016294022
973	0.2015487419
974	0.2014322044
975	0.2012029601
976	0.2009191592
977	0.2008021331
978	0.2005677972
979	0.2004942303
980	0.2003235462
981	0.2002548344
982	0.20010201
983	0.19984425
984	0.1998304099
985	0.1998047632
986	0.1996981408
987	0.1995590305
988	0.1994864251
989	0.1992110733
990	0.1989864003
991	0.1986438499
992	0.1985337439
993	0.1985063789
994	0.198451586
995	0.1983018355
996	0.19811367
997	0.1980093018
998	0.1979967543
999	0.1976937538
