Fecha,Medio,Importe
28/06/2020,FM 97.9 CULTURA," $ 19.656,00 "
28/06/2020,FM 97.9 CULTURA," $ 19.250,00 "
28/06/2020,FM 97.9 CULTURA," $ 17.600,00 "
28/06/2020,FM 97.9 CULTURA," $ 16.632,00 "
28/06/2020,FM 97.9 CULTURA," $ 16.500,00 "
28/06/2020,FM 97.9 CULTURA," $ 16.170,00 "
28/06/2020,FM 97.9 CULTURA," $ 16.000,00 "
28/06/2020,FM 97.9 CULTURA," $ 15.935,00 "
28/06/2020,FM 97.9 CULTURA," $ 15.400,00 "
28/06/2020,FM 97.9 CULTURA," $ 15.400,00 "
28/06/2020,FM 97.9 CULTURA," $ 14.000,00 "
28/06/2020,FM 97.9 CULTURA," $ 12.000,00 "
29/06/2020,FM 99.9 LA 100," $ 2.725.525,00 "
29/06/2020,AM 790 RADIO MITRE," $ 719.950,00 "
29/06/2020,AM 710 RADIO DIEZ," $ 156.907,40 "
29/06/2020,FM 101.5 POP," $ 126.732,90 "
29/06/2020,FM 98.3 MEGA," $ 126.732,90 "
29/06/2020,FM 97.5 VALE," $ 96.558,40 "
29/06/2020,FM 103.1 RADIO ONE," $ 96.558,40 "
29/06/2020,AM 950 CNN," $ 40.000,00 "
29/06/2020,AM 630 RIVADAVIA," $ 18.000,00 "
29/06/2020,AM 990 LA 990," $ 17.000,00 "
29/06/2020,AM 1220  ECO MEDIOS," $ 12.960,00 "
29/06/2020,FM 97.9 CULTURA," $ 10.000,00 "
29/06/2020,AM 1010 - ONDA LATINA," $ 10.000,00 "
30/06/2020,FM 94.9 RADIO BUNKER," $ 48.400,00 "
30/06/2020,FM 91.3 SIMPHONY," $ 48.400,00 "
30/06/2020,FM 94.9 RADIO BUNKER," $ 48.400,00 "
30/06/2020,FM 91.3 SIMPHONY," $ 48.400,00 "
30/06/2020,FM 92.3 LA RADIO AMA," $ 15.000,00 "
30/06/2020,AM 1470 CADENA," $ 15.000,00 "
30/06/2020,AM 1220  ECO MEDIOS," $ 12.000,00 "
30/06/2020,AM 1030 DEL PLATA," $ 10.000,00 "
30/06/2020,FM 106.7 MILENIUM," $ 10.000,00 "
30/06/2020,FM 106.7 MILENIUM," $ 10.000,00 "
30/06/2020,FM 106.7 MILENIUM," $ 10.000,00 "
01/07/2020,AM 1420 CON VOS," $ 15.000,00 "
01/07/2020,FM 106.7 MILENIUM," $ 15.000,00 "
02/07/2020,FM 99.9 LA 100," $ 508.200,00 "
02/07/2020,AM 790 RADIO MITRE," $ 492.954,00 "
02/07/2020,AM 630 RIVADAVIA," $ 485.149,50 "
02/07/2020,FM 95.9 ROCK AND POP," $ 480.298,01 "
02/07/2020,AM 710 RADIO DIEZ," $ 337.590,00 "
02/07/2020,FM 95.1 METRO," $ 214.623,75 "
02/07/2020,FM 89.9 RADIO CON VOS," $ 203.643,00 "
02/07/2020,AM 950 CNN," $ 199.650,00 "
02/07/2020,FM 92.1 VORTERIX," $ 168.106,75 "
02/07/2020,AM 750," $ 141.134,40 "
02/07/2020,FM 97.5 VALE," $ 119.790,00 "
02/07/2020,FM 93.1 LATE," $ 50.000,00 "
02/07/2020,AM 1450 EL SOL," $ 50.000,00 "
02/07/2020,FM 94.3 RADIO DISNEY," $ 49.658,40 "
02/07/2020,AM 1220  ECO MEDIOS," $ 17.000,00 "
02/07/2020,AM 630 RIVADAVIA," $ 15.000,00 "
03/07/2020,FM 94.3 RADIO DISNEY," $ 762.300,00 "
03/07/2020,FM 102.3 ASPEN," $ 153.367,50 "
03/07/2020,AM 910 LA RED," $ 152.460,00 "
03/07/2020,FM 101.1 LATINA," $ 102.638,25 "
03/07/2020,FM 101.9 RADIO PERFIL," $ 101.636,37 "
03/07/2020,AM 910 LA RED," $ 15.000,00 "
03/07/2020,AM 630 RIVADAVIA," $ 15.000,00 "
07/07/2020,AM 990 LA 990," $ 209.552,64 "
07/07/2020,AM 550 RADIO COLONIA," $ 110.406,45 "
07/07/2020,FM 97.1 LIKE," $ 51.455,25 "
07/07/2020,FM 97.9 CULTURA," $ 35.000,00 "
07/07/2020,AM 1420 CON VOS," $ 28.000,00 "
07/07/2020,AM 1220  ECO MEDIOS," $ 22.650,00 "
07/07/2020,FM 101.1 LATINA," $ 15.000,00 "
07/07/2020,FM 106.7 MILENIUM," $ 13.200,00 "
07/07/2020,FM 95.5 CONCEPTO," $ 12.000,00 "
07/07/2020,AM 1420 CON VOS," $ 12.000,00 "
07/07/2020,AM 1420 CON VOS," $ 12.000,00 "
08/07/2020,FM 97.9 CULTURA," $ 87.609,60 "
08/07/2020,FM 97.9 CULTURA," $ 58.752,00 "
08/07/2020,FM  96.3 RADIO JAI," $ 52.000,00 "
08/07/2020,AM 790 RADIO MITRE," $ 32.832,00 "
08/07/2020,AM 630 RIVADAVIA," $ 30.000,00 "
08/07/2020,FM 106.7 MILENIUM," $ 28.339,20 "
08/07/2020,AM 790 RADIO MITRE," $ 23.500,80 "
08/07/2020,FM 97.9 CULTURA," $ 23.232,00 "
08/07/2020,AM 790 RADIO MITRE," $ 21.780,00 "
08/07/2020,FM 91.9 CLASS," $ 18.400,00 "
08/07/2020,FM 106.7 MILENIUM," $ 13.068,00 "
09/07/2020,FM 97.9 CULTURA," $ 17.424,00 "
09/07/2020,FM 90.9 UB," $ 12.000,00 "
09/07/2020,AM 650 RADIO BELGRANO," $ 10.000,00 "
09/07/2020,FM 90.9 UB," $ 9.000,00 "
11/07/2020,AM 1220  ECO MEDIOS," $ 10.560,00 "
13/07/2020,AM 550 RADIO COLONIA," $ 121.992,00 "
13/07/2020,AM 630 RIVADAVIA," $ 110.000,00 "
13/07/2020,AM 710 RADIO DIEZ," $ 61.000,00 "
13/07/2020,AM 1420 CON VOS," $ 25.000,00 "
13/07/2020,FM 101.1 LATINA," $ 20.000,00 "
13/07/2020,FM 91.1 Amadeus," $ 18.000,00 "
13/07/2020,FM 92.3 LA RADIO AMA," $ 15.000,00 "
13/07/2020,AM 1470 CADENA," $ 15.000,00 "
13/07/2020,AM 1220  ECO MEDIOS," $ 14.400,00 "
13/07/2020,AM 1220  ECO MEDIOS," $ 14.400,00 "
13/07/2020,FM 91.3 SIMPHONY," $ 14.400,00 "
13/07/2020,AM 1220  ECO MEDIOS," $ 12.000,00 "
13/07/2020,FM 97.9 CULTURA," $ 10.800,00 "
13/07/2020,AM 1030 DEL PLATA," $ 10.000,00 "
13/07/2020,FM 93.1 LATE," $ 10.000,00 "
13/07/2020,AM 1420 CON VOS," $ 10.000,00 "
13/07/2020,AM 1220  ECO MEDIOS," $ 10.000,00 "
14/07/2020,FM 97.9 CULTURA," $ 28.057,00 "
14/07/2020,FM 97.9 CULTURA," $ 22.857,00 "
14/07/2020,FM 97.9 CULTURA," $ 20.000,00 "
14/07/2020,FM 97.9 CULTURA," $ 20.000,00 "
14/07/2020,AM 1220  ECO MEDIOS," $ 20.000,00 "
14/07/2020,FM 97.9 CULTURA," $ 19.656,00 "
14/07/2020,FM 97.9 CULTURA," $ 19.250,00 "
14/07/2020,FM 97.9 CULTURA," $ 17.600,00 "
14/07/2020,FM 97.9 CULTURA," $ 16.632,00 "
14/07/2020,FM 97.9 CULTURA," $ 16.500,00 "
14/07/2020,FM 97.9 CULTURA," $ 16.170,00 "
14/07/2020,FM 97.9 CULTURA," $ 16.000,00 "
14/07/2020,FM 97.9 CULTURA," $ 15.935,00 "
14/07/2020,FM 97.9 CULTURA," $ 15.400,00 "
14/07/2020,FM 97.9 CULTURA," $ 15.400,00 "
14/07/2020,AM 630 RIVADAVIA," $ 15.000,00 "
14/07/2020,FM 97.9 CULTURA," $ 14.000,00 "
14/07/2020,FM 97.9 CULTURA," $ 12.000,00 "
14/07/2020,AM 1220  ECO MEDIOS," $ 11.000,00 "
14/07/2020,AM 1220  ECO MEDIOS," $ 10.000,00 "
14/07/2020,AM 1220  ECO MEDIOS," $ 7.260,00 "
15/07/2020,FM 94.3 RADIO DISNEY," $ 402.930,00 "
15/07/2020,AM 910 LA RED," $ 55.000,00 "
15/07/2020,AM 950 CNN," $ 40.000,00 "
15/07/2020,AM 1220  ECO MEDIOS," $ 25.000,00 "
15/07/2020,AM 950 CNN," $ 25.000,00 "
15/07/2020,AM 1420 CON VOS," $ 21.780,00 "
15/07/2020,FM 106.7 MILENIUM," $ 20.000,00 "
15/07/2020,AM 910 LA RED," $ 20.000,00 "
15/07/2020,AM 1420 CON VOS," $ 20.000,00 "
15/07/2020,FM 95.9 ROCK AND POP," $ 18.000,00 "
15/07/2020,AM 1220  ECO MEDIOS," $ 18.000,00 "
15/07/2020,AM 1420 CON VOS," $ 15.000,00 "
15/07/2020,FM 106.7 MILENIUM," $ 15.000,00 "
15/07/2020,FM 97.9 CULTURA," $ 12.000,00 "
15/07/2020,FM 97.9 CULTURA," $ 12.000,00 "
15/07/2020,FM 106.7 MILENIUM," $ 11.000,00 "
15/07/2020,FM 97.9 CULTURA," $ 10.300,00 "
15/07/2020,AM 1220  ECO MEDIOS," $ 10.000,00 "
15/07/2020,AM 1220  ECO MEDIOS," $ 10.000,00 "
15/07/2020,FM 106.7 MILENIUM," $ 10.000,00 "
15/07/2020,FM 106.7 MILENIUM," $ 10.000,00 "
15/07/2020,FM 106.7 MILENIUM," $ 10.000,00 "
15/07/2020,AM 770 - COOPERATIVA -," $ 9.000,00 "
16/07/2020,FM 107.9 RADIO BERLIN," $ 242.000,00 "
16/07/2020,AM 950 CNN," $ 183.100,00 "
16/07/2020,FM 107.9 RADIO BERLIN," $ 180.000,00 "
16/07/2020,FM 95.9 ROCK AND POP," $ 110.000,00 "
16/07/2020,FM 90.3 Radio Delta," $ 89.100,00 "
16/07/2020,FM 90.3 Radio Delta," $ 83.160,00 "
16/07/2020,FM 90.3 Radio Delta," $ 80.388,00 "
16/07/2020,FM 90.3 Radio Delta," $ 73.180,80 "
16/07/2020,AM 710 RADIO DIEZ," $ 69.300,00 "
16/07/2020,FM 95.9 ROCK AND POP," $ 65.000,00 "
16/07/2020,FM 95.5 CONCEPTO," $ 55.750,00 "
16/07/2020,FM 90.3 Radio Delta," $ 50.077,44 "
16/07/2020,FM 90.3 Radio Delta," $ 40.803,84 "
16/07/2020,FM 97.1 LIKE," $ 40.020,75 "
16/07/2020,FM 95.1 METRO," $ 40.000,00 "
16/07/2020,FM 90.3 Radio Delta," $ 39.916,80 "
16/07/2020,AM 770 - COOPERATIVA -," $ 37.500,00 "
16/07/2020,FM 106.7 MILENIUM," $ 30.000,00 "
16/07/2020,FM 90.3 Radio Delta," $ 30.000,00 "
16/07/2020,AM 630 RIVADAVIA," $ 30.000,00 "
16/07/2020,FM 90.3 Radio Delta," $ 20.401,92 "
16/07/2020,FM 106.7 MILENIUM," $ 19.000,00 "
16/07/2020,FM 95.9 ROCK AND POP," $ 18.000,00 "
16/07/2020,FM 101.1 LATINA," $ 17.200,00 "
16/07/2020,AM 1220  ECO MEDIOS," $ 17.000,00 "
16/07/2020,AM 990 LA 990," $ 17.000,00 "
16/07/2020,FM 90.3 Radio Delta," $ 16.632,00 "
16/07/2020,AM 1220  ECO MEDIOS," $ 15.000,00 "
16/07/2020,FM 106.7 MILENIUM," $ 15.000,00 "
16/07/2020,FM 106.7 MILENIUM," $ 15.000,00 "
16/07/2020,AM 1220  ECO MEDIOS," $ 12.000,00 "
16/07/2020,AM 1220  ECO MEDIOS," $ 12.000,00 "
16/07/2020,AM 1010 - ONDA LATINA," $ 10.000,00 "
17/07/2020,AM 790 RADIO MITRE," $ 304.920,00 "
17/07/2020,AM 630 RIVADAVIA," $ 242.574,75 "
17/07/2020,FM 95.9 ROCK AND POP," $ 218.317,27 "
17/07/2020,FM 95.1 METRO," $ 209.632,50 "
17/07/2020,FM 102.3 ASPEN," $ 205.276,50 "
17/07/2020,AM 950 CNN," $ 198.893,75 "
17/07/2020,AM 590 CONTINENTAL," $ 160.052,75 "
17/07/2020,FM 100.7 BLUE," $ 154.819,50 "
17/07/2020,AM 750," $ 141.134,40 "
17/07/2020,FM 97.5 VALE," $ 119.790,00 "
17/07/2020,AM 630 RIVADAVIA," $ 106.200,00 "
17/07/2020,FM 101.9 RADIO PERFIL," $ 83.700,54 "
17/07/2020,FM 94.3 RADIO DISNEY," $ 49.658,40 "
17/07/2020,FM 94.9 RADIO BUNKER," $ 48.400,00 "
17/07/2020,FM 93.1 LATE," $ 48.000,00 "
17/07/2020,FM 102.1 LA PATRIADA," $ 42.398,40 "
17/07/2020,AM 910 LA RED," $ 22.000,00 "
17/07/2020,AM 650 RADIO BELGRANO," $ 15.000,00 "
17/07/2020,AM 910 LA RED," $ 15.000,00 "
17/07/2020,AM 1220  ECO MEDIOS," $ 11.800,00 "
17/07/2020,AM 1030 DEL PLATA," $ 10.000,00 "
18/07/2020,AM 630 RIVADAVIA," $ 36.000,00 "
18/07/2020,AM 630 RIVADAVIA," $ 25.000,00 "
18/07/2020,FM 106.7 MILENIUM," $ 23.400,00 "
18/07/2020,FM 106.7 MILENIUM," $ 21.600,00 "
18/07/2020,FM 106.7 MILENIUM," $ 20.000,00 "
18/07/2020,FM 106.7 MILENIUM," $ 20.000,00 "
18/07/2020,FM 106.7 MILENIUM," $ 19.800,00 "
18/07/2020,AM 790 RADIO MITRE," $ 19.800,00 "
18/07/2020,AM 630 RIVADAVIA," $ 18.000,00 "
18/07/2020,FM 106.7 MILENIUM," $ 16.000,00 "
18/07/2020,FM 106.7 MILENIUM," $ 15.840,00 "
18/07/2020,FM 106.7 MILENIUM," $ 15.200,00 "
18/07/2020,FM 106.7 MILENIUM," $ 15.200,00 "
18/07/2020,FM 106.7 MILENIUM," $ 14.400,00 "
18/07/2020,FM 106.7 MILENIUM," $ 14.400,00 "
18/07/2020,AM 630 RIVADAVIA," $ 14.000,00 "
18/07/2020,FM 106.7 MILENIUM," $ 14.000,00 "
18/07/2020,FM 106.7 MILENIUM," $ 14.000,00 "
18/07/2020,FM 106.7 MILENIUM," $ 14.000,00 "
18/07/2020,AM 630 RIVADAVIA," $ 13.200,00 "
18/07/2020,FM 106.7 MILENIUM," $ 13.200,00 "
18/07/2020,FM 106.7 MILENIUM," $ 13.068,00 "
18/07/2020,FM 106.7 MILENIUM," $ 12.600,00 "
18/07/2020,FM 106.7 MILENIUM," $ 11.616,00 "
18/07/2020,AM 630 RIVADAVIA," $ 10.560,00 "
19/07/2020,AM 790 RADIO MITRE," $ 49.029,00 "
19/07/2020,FM 106.7 MILENIUM," $ 17.278,00 "
19/07/2020,FM 106.7 MILENIUM," $ 14.040,00 "
19/07/2020,FM 106.7 MILENIUM," $ 12.000,00 "
20/07/2020,FM 91.3 SIMPHONY," $ 48.400,00 "
20/07/2020,AM 1540 Radio Lider," $ 22.000,00 "
20/07/2020,AM 1420 CON VOS," $ 15.000,00 "
20/07/2020,FM 106.7 MILENIUM," $ 15.000,00 "
20/07/2020,FM 97.9 CULTURA," $ 13.068,00 "
20/07/2020,FM 95.5 CONCEPTO," $ 11.500,00 "
20/07/2020,FM 95.5 CONCEPTO," $ 11.500,00 "
20/07/2020,FM 107.1 Radio Pan y Trabajo," $ 10.562,75 "
20/07/2020,FM 91.3 SIMPHONY," $ 10.000,00 "
20/07/2020,AM 1220  ECO MEDIOS," $ 8.800,00 "
21/07/2020,FM 97.1 LIKE," $ 51.455,25 "
21/07/2020,AM 790 RADIO MITRE," $ 40.000,00 "
21/07/2020,FM 93.1 LATE," $ 35.000,00 "
21/07/2020,AM 1220  ECO MEDIOS," $ 25.000,00 "
21/07/2020,AM 910 LA RED," $ 23.000,00 "
21/07/2020,AM 910 LA RED," $ 20.000,00 "
21/07/2020,FM 95.1 METRO," $ 18.000,00 "
21/07/2020,FM 95.1 METRO," $ 16.500,00 "
21/07/2020,AM 1220  ECO MEDIOS," $ 16.000,00 "
21/07/2020,AM 630 RIVADAVIA," $ 15.000,00 "
21/07/2020,AM ECO PORTEÑA 1530 - FM ECO Bs.As. 88.9," $ 14.520,00 "
21/07/2020,FM 95.1 METRO," $ 13.068,00 "
21/07/2020,AM 1220  ECO MEDIOS," $ 12.960,00 "
21/07/2020,FM 106.7 MILENIUM," $ 12.000,00 "
21/07/2020,FM 106.7 MILENIUM," $ 12.000,00 "
21/07/2020,FM 106.7 MILENIUM," $ 11.520,00 "
21/07/2020,AM 910 LA RED," $ 10.560,00 "
21/07/2020,AM 1010 - ONDA LATINA," $ 10.000,00 "
21/07/2020,FM 106.7 MILENIUM," $ 10.000,00 "
22/07/2020,FM 89.9 RADIO CON VOS," $ 199.650,00 "
22/07/2020,AM 1220  ECO MEDIOS," $ 30.000,00 "
22/07/2020,AM 1420 CON VOS," $ 18.000,00 "
22/07/2020,AM 1420 CON VOS," $ 18.000,00 "
22/07/2020,AM 1220  ECO MEDIOS," $ 13.200,00 "
22/07/2020,AM 1220  ECO MEDIOS," $ 9.600,00 "
23/07/2020,AM 790 RADIO MITRE," $ 480.000,00 "
23/07/2020,AM 790 RADIO MITRE," $ 377.200,00 "
23/07/2020,FM 106.7 MILENIUM," $ 29.000,00 "
23/07/2020,FM 95.5 CONCEPTO," $ 29.000,00 "
23/07/2020,FM 95.5 CONCEPTO," $ 24.000,00 "
23/07/2020,AM 630 RIVADAVIA," $ 20.625,00 "
23/07/2020,FM 106.7 MILENIUM," $ 20.000,00 "
23/07/2020,FM 95.5 CONCEPTO," $ 20.000,00 "
23/07/2020,FM 95.5 CONCEPTO," $ 20.000,00 "
23/07/2020,AM 1220  ECO MEDIOS," $ 20.000,00 "
23/07/2020,AM 1220  ECO MEDIOS," $ 20.000,00 "
23/07/2020,AM 790 RADIO MITRE," $ 20.000,00 "
23/07/2020,AM 1220  ECO MEDIOS," $ 15.000,00 "
23/07/2020,FM 92.3 LA RADIO AMA," $ 15.000,00 "
23/07/2020,AM 1030 DEL PLATA," $ 10.000,00 "
24/07/2020,FM 97.9 CULTURA," $ 10.000,00 "
27/07/2020,AM 710 RADIO DIEZ," $ 156.907,40 "
27/07/2020,FM 101.5 POP," $ 126.732,90 "
27/07/2020,FM 98.3 MEGA," $ 126.732,90 "
27/07/2020,FM 97.5 VALE," $ 96.558,40 "
27/07/2020,FM 103.1 RADIO ONE," $ 96.558,40 "
28/07/2020,FM 93.1 LATE," $ 50.000,00 "
28/07/2020,AM 1450 EL SOL," $ 50.000,00 "
28/07/2020,AM 950 CNN," $ 30.000,00 "
29/07/2020,AM 630 RIVADAVIA," $ 88.500,00 "
30/07/2020,FM 97.9 CULTURA," $ 12.000,00 "
31/07/2020,AM 1030 DEL PLATA," $ 40.000,00 "
31/07/2020,AM 630 RIVADAVIA," $ 18.000,00 "
04/08/2020,AM 1220  ECO MEDIOS," $ 43.200,00 "
05/08/2020,FM 97.9 CULTURA," $ 87.609,60 "
05/08/2020,FM 97.9 CULTURA," $ 58.752,00 "
05/08/2020,AM 790 RADIO MITRE," $ 32.832,00 "
05/08/2020,FM 106.7 MILENIUM," $ 28.339,20 "
05/08/2020,FM 97.9 CULTURA," $ 23.232,00 "
05/08/2020,AM 1220  ECO MEDIOS," $ 22.650,00 "
05/08/2020,AM 790 RADIO MITRE," $ 21.780,00 "
06/08/2020,FM 95.5 CONCEPTO," $ 50.000,00 "
06/08/2020,AM 790 RADIO MITRE," $ 23.500,80 "
06/08/2020,FM 97.9 CULTURA," $ 17.424,00 "
06/08/2020,FM 95.5 CONCEPTO," $ 13.500,00 "
06/08/2020,FM 106.7 MILENIUM," $ 13.068,00 "
06/08/2020,FM 95.5 CONCEPTO," $ 12.000,00 "
07/08/2020,FM  96.3 RADIO JAI," $ 52.000,00 "
07/08/2020,AM 630 RIVADAVIA," $ 36.000,00 "
07/08/2020,FM 95.9 ROCK AND POP," $ 29.500,00 "
07/08/2020,AM 1420 CON VOS," $ 28.000,00 "
07/08/2020,AM 630 RIVADAVIA," $ 25.000,00 "
07/08/2020,FM 106.7 MILENIUM," $ 23.400,00 "
07/08/2020,FM 106.7 MILENIUM," $ 21.600,00 "
07/08/2020,FM 106.7 MILENIUM," $ 20.000,00 "
07/08/2020,FM 106.7 MILENIUM," $ 20.000,00 "
07/08/2020,FM 106.7 MILENIUM," $ 19.800,00 "
07/08/2020,AM 790 RADIO MITRE," $ 19.800,00 "
07/08/2020,FM 106.7 MILENIUM," $ 19.200,00 "
07/08/2020,FM 91.9 CLASS," $ 18.400,00 "
07/08/2020,AM 630 RIVADAVIA," $ 18.000,00 "
07/08/2020,AM 1220  ECO MEDIOS," $ 18.000,00 "
07/08/2020,FM 106.7 MILENIUM," $ 16.000,00 "
07/08/2020,FM 106.7 MILENIUM," $ 15.840,00 "
07/08/2020,FM 106.7 MILENIUM," $ 15.200,00 "
07/08/2020,FM 106.7 MILENIUM," $ 15.200,00 "
07/08/2020,FM 106.7 MILENIUM," $ 15.000,00 "
07/08/2020,FM 106.7 MILENIUM," $ 14.400,00 "
07/08/2020,FM 106.7 MILENIUM," $ 14.400,00 "
07/08/2020,AM 630 RIVADAVIA," $ 14.000,00 "
07/08/2020,FM 106.7 MILENIUM," $ 14.000,00 "
07/08/2020,FM 106.7 MILENIUM," $ 14.000,00 "
07/08/2020,FM 106.7 MILENIUM," $ 14.000,00 "
07/08/2020,AM 630 RIVADAVIA," $ 13.200,00 "
07/08/2020,FM 106.7 MILENIUM," $ 13.200,00 "
07/08/2020,FM 106.7 MILENIUM," $ 13.068,00 "
07/08/2020,FM 106.7 MILENIUM," $ 12.600,00 "
07/08/2020,AM 1420 CON VOS," $ 12.000,00 "
07/08/2020,AM 1420 CON VOS," $ 12.000,00 "
07/08/2020,FM 106.7 MILENIUM," $ 11.616,00 "
07/08/2020,AM 910 LA RED," $ 11.250,00 "
07/08/2020,FM 106.7 MILENIUM," $ 11.000,00 "
07/08/2020,AM 630 RIVADAVIA," $ 10.560,00 "
07/08/2020,AM 1220  ECO MEDIOS," $ 10.560,00 "
07/08/2020,AM 650 RADIO BELGRANO," $ 10.000,00 "
07/08/2020,AM 770 - COOPERATIVA -," $ 9.000,00 "
09/08/2020,AM 790 RADIO MITRE," $ 49.029,00 "
09/08/2020,FM 97.9 CULTURA," $ 35.000,00 "
09/08/2020,FM 106.7 MILENIUM," $ 17.278,00 "
09/08/2020,FM 101.1 LATINA," $ 15.000,00 "
09/08/2020,FM 106.7 MILENIUM," $ 14.040,00 "
09/08/2020,FM 106.7 MILENIUM," $ 12.000,00 "
11/08/2020,AM 630 RIVADAVIA," $ 404.291,25 "
11/08/2020,AM 790 RADIO MITRE," $ 304.920,00 "
11/08/2020,FM 99.9 LA 100," $ 242.000,00 "
11/08/2020,FM 95.9 ROCK AND POP," $ 218.317,27 "
11/08/2020,AM 990 LA 990," $ 209.552,64 "
11/08/2020,FM 92.1 VORTERIX," $ 209.211,90 "
11/08/2020,AM 950 CNN," $ 199.650,00 "
11/08/2020,AM 750," $ 141.134,40 "
11/08/2020,AM 630 RIVADAVIA," $ 110.000,00 "
11/08/2020,AM 710 RADIO DIEZ," $ 61.000,00 "
11/08/2020,AM 1220  ECO MEDIOS," $ 25.000,00 "
11/08/2020,AM 910 LA RED," $ 23.000,00 "
11/08/2020,FM 106.7 MILENIUM," $ 20.000,00 "
11/08/2020,AM 910 LA RED," $ 20.000,00 "
11/08/2020,AM 910 LA RED," $ 20.000,00 "
11/08/2020,AM 1420 CON VOS," $ 18.000,00 "
11/08/2020,FM 91.1 Amadeus," $ 18.000,00 "
11/08/2020,AM 650 RADIO BELGRANO," $ 15.000,00 "
11/08/2020,FM 106.7 MILENIUM," $ 12.000,00 "
11/08/2020,FM 106.7 MILENIUM," $ 12.000,00 "
11/08/2020,FM 106.7 MILENIUM," $ 11.520,00 "
11/08/2020,AM 1220  ECO MEDIOS," $ 11.000,00 "
11/08/2020,FM 106.7 MILENIUM," $ 10.000,00 "
12/08/2020,FM 99.9 LA 100," $ 2.766.665,00 "
12/08/2020,AM 790 RADIO MITRE," $ 1.151.920,00 "
12/08/2020,FM 105.5 LOS 40 PRINCIPALES," $ 199.650,00 "
12/08/2020,FM 102.3 ASPEN," $ 198.198,00 "
12/08/2020,AM 910 LA RED," $ 159.720,00 "
12/08/2020,FM 101.9 RADIO PERFIL," $ 79.714,80 "
12/08/2020,AM 1220  ECO MEDIOS," $ 17.000,00 "
12/08/2020,AM 1470 CADENA," $ 15.000,00 "
12/08/2020,FM 97.9 CULTURA," $ 13.068,00 "
12/08/2020,FM 90.9 UB," $ 12.000,00 "
12/08/2020,FM 90.9 UB," $ 9.000,00 "
12/08/2020,AM 1220  ECO MEDIOS," $ 8.800,00 "
13/08/2020,FM 94.3 RADIO DISNEY," $ 1.513.503,09 "
13/08/2020,FM 94.3 RADIO DISNEY," $ 500.940,00 "
13/08/2020,AM 990 LA 990," $ 17.000,00 "
13/08/2020,FM 97.9 CULTURA," $ 10.800,00 "
13/08/2020,AM 1030 DEL PLATA," $ 10.000,00 "
14/08/2020,FM 90.3 Radio Delta," $ 89.100,00 "
14/08/2020,FM 90.3 Radio Delta," $ 83.160,00 "
14/08/2020,FM 90.3 Radio Delta," $ 80.388,00 "
14/08/2020,FM 90.3 Radio Delta," $ 73.180,80 "
14/08/2020,AM 710 RADIO DIEZ," $ 69.300,00 "
14/08/2020,FM 90.3 Radio Delta," $ 50.077,44 "
14/08/2020,FM 90.3 Radio Delta," $ 40.803,84 "
14/08/2020,FM 95.1 METRO," $ 40.000,00 "
14/08/2020,FM 90.3 Radio Delta," $ 39.916,80 "
14/08/2020,FM 90.3 Radio Delta," $ 30.000,00 "
14/08/2020,FM 106.7 MILENIUM," $ 29.000,00 "
14/08/2020,FM 95.5 CONCEPTO," $ 29.000,00 "
14/08/2020,AM 630 RIVADAVIA," $ 26.625,00 "
14/08/2020,AM 1420 CON VOS," $ 25.000,00 "
14/08/2020,FM 95.5 CONCEPTO," $ 24.000,00 "
14/08/2020,FM 90.3 Radio Delta," $ 20.401,92 "
14/08/2020,FM 106.7 MILENIUM," $ 20.000,00 "
14/08/2020,FM 95.5 CONCEPTO," $ 20.000,00 "
14/08/2020,FM 95.5 CONCEPTO," $ 20.000,00 "
14/08/2020,AM 1220  ECO MEDIOS," $ 20.000,00 "
14/08/2020,AM 1220  ECO MEDIOS," $ 20.000,00 "
14/08/2020,FM 90.3 Radio Delta," $ 16.632,00 "
14/08/2020,FM 92.3 LA RADIO AMA," $ 15.000,00 "
14/08/2020,FM 92.3 LA RADIO AMA," $ 15.000,00 "
14/08/2020,AM 1220  ECO MEDIOS," $ 14.400,00 "
14/08/2020,FM 91.3 SIMPHONY," $ 14.400,00 "
14/08/2020,AM 1220  ECO MEDIOS," $ 11.800,00 "
14/08/2020,AM 1420 CON VOS," $ 10.000,00 "
14/08/2020,AM 1220  ECO MEDIOS," $ 10.000,00 "
14/08/2020,AM 1220  ECO MEDIOS," $ 10.000,00 "
16/08/2020,AM 950 CNN," $ 40.000,00 "
16/08/2020,FM 106.7 MILENIUM," $ 30.000,00 "
16/08/2020,AM 630 RIVADAVIA," $ 30.000,00 "
16/08/2020,AM 1220  ECO MEDIOS," $ 25.000,00 "
16/08/2020,FM 106.7 MILENIUM," $ 15.000,00 "
16/08/2020,FM 106.7 MILENIUM," $ 15.000,00 "
16/08/2020,FM 97.9 CULTURA," $ 12.000,00 "
16/08/2020,FM 97.9 CULTURA," $ 12.000,00 "
16/08/2020,FM 106.7 MILENIUM," $ 12.000,00 "
16/08/2020,FM 97.9 CULTURA," $ 10.300,00 "
16/08/2020,AM 1220  ECO MEDIOS," $ 10.000,00 "
16/08/2020,AM 1220  ECO MEDIOS," $ 10.000,00 "
16/08/2020,FM 97.9 CULTURA," $ 10.000,00 "
16/08/2020,FM 91.3 SIMPHONY," $ 10.000,00 "
16/08/2020,AM 1010 - ONDA LATINA," $ 10.000,00 "
