Fecha,Medio,Importe
09/10/2020,FM 106.7 MILENIUM," $ 18.000,00 "
09/10/2020,FM 106.7 MILENIUM," $ 18.000,00 "
09/10/2020,AM 1220  ECO MEDIOS," $ 18.000,00 "
09/10/2020,FM 106.7 MILENIUM," $ 17.424,00 "
09/10/2020,FM 106.7 MILENIUM," $ 16.727,00 "
09/10/2020,AM 630 RIVADAVIA," $ 15.206,40 "
09/10/2020,FM 106.7 MILENIUM," $ 15.200,00 "
09/10/2020,FM 106.7 MILENIUM," $ 14.000,00 "
09/10/2020,FM 106.7 MILENIUM," $ 14.000,00 "
09/10/2020,FM 106.7 MILENIUM," $ 14.000,00 "
09/10/2020,FM 106.7 MILENIUM," $ 13.200,00 "
09/10/2020,FM 106.7 MILENIUM," $ 12.600,00 "
09/10/2020,AM 770 - COOPERATIVA -," $ 9.000,00 "
12/10/2020,AM 790 RADIO MITRE," $ 49.029,00 "
12/10/2020,FM 97.9 CULTURA," $ 35.000,00 "
12/10/2020,FM 106.7 MILENIUM," $ 28.000,00 "
12/10/2020,FM 106.7 MILENIUM," $ 24.880,32 "
12/10/2020,FM 106.7 MILENIUM," $ 20.217,60 "
12/10/2020,FM 101.1 LATINA," $ 15.000,00 "
12/10/2020,AM 1220  ECO MEDIOS," $ 11.000,00 "
13/10/2020,AM 1420 CON VOS," $ 25.000,00 "
13/10/2020,FM 106.7 MILENIUM," $ 20.000,00 "
13/10/2020,AM 1220  ECO MEDIOS," $ 20.000,00 "
13/10/2020,AM 910 LA RED," $ 20.000,00 "
13/10/2020,FM 90.9 UB," $ 20.000,00 "
13/10/2020,AM 910 LA RED," $ 15.000,00 "
13/10/2020,AM 630 RIVADAVIA," $ 15.000,00 "
13/10/2020,AM 1220  ECO MEDIOS," $ 15.000,00 "
13/10/2020,AM 1220  ECO MEDIOS," $ 14.400,00 "
13/10/2020,FM 91.3 SIMPHONY," $ 14.400,00 "
13/10/2020,FM 97.9 CULTURA," $ 13.068,00 "
13/10/2020,FM 95.5 CONCEPTO," $ 12.000,00 "
13/10/2020,AM 1220  ECO MEDIOS," $ 10.000,00 "
13/10/2020,AM 1420 CON VOS," $ 10.000,00 "
13/10/2020,AM 1220  ECO MEDIOS," $ 10.000,00 "
13/10/2020,FM 90.9 UB," $ 9.000,00 "
13/10/2020,AM 1220  ECO MEDIOS," $ 8.800,00 "
13/10/2020,AM 1220  ECO MEDIOS," $ 7.260,00 "
14/10/2020,FM 94.3 RADIO DISNEY," $ 1.514.516,00 "
14/10/2020,FM 95.1 METRO," $ 200.000,00 "
14/10/2020,FM 95.1 METRO," $ 200.000,00 "
14/10/2020,AM 950 CNN," $ 25.000,00 "
14/10/2020,AM 1220  ECO MEDIOS," $ 25.000,00 "
14/10/2020,AM 1420 CON VOS," $ 21.780,00 "
14/10/2020,AM 1420 CON VOS," $ 20.000,00 "
14/10/2020,FM 101.1 LATINA," $ 20.000,00 "
14/10/2020,AM 1030 DEL PLATA," $ 18.000,00 "
14/10/2020,AM 1420 CON VOS," $ 15.000,00 "
14/10/2020,AM 1470 CADENA," $ 15.000,00 "
14/10/2020,AM 1220  ECO MEDIOS," $ 12.000,00 "
14/10/2020,FM 93.1 LATE," $ 10.000,00 "
14/10/2020,FM 91.3 SIMPHONY," $ 10.000,00 "
15/10/2020,AM 710 RADIO DIEZ," $ 61.000,00 "
15/10/2020,AM 1030 DEL PLATA," $ 40.000,00 "
15/10/2020,FM 106.7 MILENIUM," $ 19.000,00 "
15/10/2020,FM 91.1 Amadeus," $ 18.000,00 "
15/10/2020,FM 101.1 LATINA," $ 17.200,00 "
15/10/2020,AM 650 RADIO BELGRANO," $ 15.000,00 "
15/10/2020,FM 92.3 LA RADIO AMA," $ 15.000,00 "
15/10/2020,FM 92.3 LA RADIO AMA," $ 15.000,00 "
15/10/2020,AM 910 LA RED," $ 10.560,00 "
16/10/2020,FM 90.3 Radio Delta," $ 300.000,00 "
16/10/2020,FM 90.3 Radio Delta," $ 89.100,00 "
16/10/2020,FM 90.3 Radio Delta," $ 83.160,00 "
16/10/2020,FM 90.3 Radio Delta," $ 80.388,00 "
16/10/2020,FM 90.3 Radio Delta," $ 73.180,80 "
16/10/2020,AM 710 RADIO DIEZ," $ 69.300,00 "
16/10/2020,FM 90.3 Radio Delta," $ 50.077,44 "
16/10/2020,FM 90.3 Radio Delta," $ 40.803,84 "
16/10/2020,AM 950 CNN," $ 40.000,00 "
16/10/2020,FM 90.3 Radio Delta," $ 39.916,80 "
16/10/2020,FM 93.1 LATE," $ 35.000,00 "
16/10/2020,FM 106.7 MILENIUM," $ 30.000,00 "
16/10/2020,FM 90.3 Radio Delta," $ 30.000,00 "
16/10/2020,AM 630 RIVADAVIA," $ 30.000,00 "
16/10/2020,AM 630 RIVADAVIA," $ 30.000,00 "
16/10/2020,AM 1220  ECO MEDIOS," $ 25.000,00 "
16/10/2020,AM 910 LA RED," $ 23.000,00 "
16/10/2020,FM 90.3 Radio Delta," $ 20.401,92 "
16/10/2020,AM 910 LA RED," $ 20.000,00 "
16/10/2020,FM 90.3 Radio Delta," $ 16.632,00 "
16/10/2020,FM 106.7 MILENIUM," $ 15.000,00 "
16/10/2020,FM 106.7 MILENIUM," $ 15.000,00 "
16/10/2020,AM 630 RIVADAVIA," $ 15.000,00 "
16/10/2020,FM 97.9 CULTURA," $ 12.000,00 "
16/10/2020,FM 97.9 CULTURA," $ 12.000,00 "
16/10/2020,FM 97.9 CULTURA," $ 12.000,00 "
16/10/2020,FM 106.7 MILENIUM," $ 12.000,00 "
16/10/2020,FM 106.7 MILENIUM," $ 12.000,00 "
16/10/2020,FM 106.7 MILENIUM," $ 12.000,00 "
16/10/2020,FM 106.7 MILENIUM," $ 11.520,00 "
16/10/2020,FM 97.9 CULTURA," $ 10.300,00 "
16/10/2020,AM 1420 CON VOS," $ 10.000,00 "
16/10/2020,AM 1420 CON VOS," $ 10.000,00 "
16/10/2020,FM 97.9 CULTURA," $ 10.000,00 "
16/10/2020,AM 1220  ECO MEDIOS," $ 10.000,00 "
16/10/2020,AM 1220  ECO MEDIOS," $ 10.000,00 "
16/10/2020,AM 1010 - ONDA LATINA," $ 10.000,00 "
16/10/2020,FM 106.7 MILENIUM," $ 10.000,00 "
18/10/2020,AM 910 LA RED," $ 55.000,00 "
19/10/2020,AM 1220  ECO MEDIOS," $ 43.200,00 "
19/10/2020,AM 1220  ECO MEDIOS," $ 17.000,00 "
19/10/2020,AM 1220  ECO MEDIOS," $ 12.000,00 "
20/10/2020,FM 95.1 METRO," $ 2.014.169,02 "
20/10/2020,AM 710 RADIO DIEZ," $ 1.500.097,50 "
20/10/2020,FM 101.5 POP," $ 1.495.560,00 "
20/10/2020,FM 95.9 ROCK AND POP," $ 818.689,78 "
20/10/2020,AM 790 RADIO MITRE," $ 818.202,00 "
20/10/2020,FM 99.9 LA 100," $ 802.956,00 "
20/10/2020,FM 89.9 RADIO CON VOS," $ 707.759,25 "
20/10/2020,AM 630 RIVADAVIA," $ 505.364,06 "
20/10/2020,AM 950 CNN," $ 501.393,75 "
20/10/2020,AM 990 LA 990," $ 349.307,64 "
20/10/2020,FM 92.1 VORTERIX," $ 329.522,69 "
20/10/2020,FM 89.1 OKTUBRE," $ 209.088,00 "
20/10/2020,AM 550 RADIO COLONIA," $ 159.720,00 "
20/10/2020,FM 98.3 MEGA," $ 154.275,00 "
20/10/2020,FM 94.7 CLUB OCTUBRE," $ 145.200,00 "
20/10/2020,AM 1030 DEL PLATA," $ 109.771,20 "
20/10/2020,FM 97.5 VALE," $ 108.900,00 "
20/10/2020,FM 100.7 BLUE," $ 101.821,50 "
20/10/2020,FM 94.3 RADIO DISNEY," $ 100.843,21 "
20/10/2020,FM 95.1 METRO," $ 40.000,00 "
20/10/2020,AM 1220  ECO MEDIOS," $ 30.000,00 "
20/10/2020,AM 1220  ECO MEDIOS," $ 16.000,00 "
20/10/2020,AM 1220  ECO MEDIOS," $ 13.200,00 "
20/10/2020,FM 107.1 Radio Pan y Trabajo," $ 10.562,75 "
20/10/2020,FM 106.7 MILENIUM," $ 10.000,00 "
20/10/2020,FM 106.7 MILENIUM," $ 10.000,00 "
20/10/2020,FM 106.7 MILENIUM," $ 10.000,00 "
20/10/2020,AM 1220  ECO MEDIOS," $ 9.600,00 "
21/10/2020,AM 1540 Radio Lider," $ 22.000,00 "
21/10/2020,AM 990 LA 990," $ 17.000,00 "
22/10/2020,AM 910 LA RED," $ 853.776,00 "
22/10/2020,FM 102.3 ASPEN," $ 506.112,75 "
22/10/2020,FM 105.5 LOS 40 PRINCIPALES," $ 215.622,00 "
22/10/2020,FM 95.1 METRO," $ 200.000,00 "
22/10/2020,AM 590 CONTINENTAL," $ 188.669,25 "
22/10/2020,FM 101.9 RADIO PERFIL," $ 119.572,20 "
22/10/2020,FM 102.1 LA PATRIADA," $ 25.918,20 "
22/10/2020,AM 1220  ECO MEDIOS," $ 15.000,00 "
23/10/2020,FM 97.9 CULTURA," $ 33.057,00 "
23/10/2020,FM 97.9 CULTURA," $ 29.857,00 "
23/10/2020,FM 97.9 CULTURA," $ 26.437,50 "
23/10/2020,FM 97.9 CULTURA," $ 25.000,00 "
23/10/2020,FM 97.9 CULTURA," $ 25.000,00 "
23/10/2020,FM 97.9 CULTURA," $ 23.890,00 "
23/10/2020,FM 97.9 CULTURA," $ 23.000,00 "
23/10/2020,FM 97.9 CULTURA," $ 22.453,20 "
23/10/2020,FM 97.9 CULTURA," $ 22.275,00 "
23/10/2020,FM 97.9 CULTURA," $ 20.900,00 "
23/10/2020,FM 97.9 CULTURA," $ 20.815,00 "
23/10/2020,FM 97.9 CULTURA," $ 20.790,00 "
23/10/2020,FM 97.9 CULTURA," $ 19.000,00 "
23/10/2020,FM 97.9 CULTURA," $ 18.900,00 "
23/10/2020,FM 97.9 CULTURA," $ 16.000,00 "
23/10/2020,AM 1220  ECO MEDIOS," $ 12.960,00 "
26/10/2020,AM 790 RADIO MITRE," $ 480.000,00 "
26/10/2020,AM 790 RADIO MITRE," $ 377.200,00 "
26/10/2020,AM 950 CNN," $ 183.100,00 "
26/10/2020,FM 107.9 RADIO BERLIN," $ 180.000,00 "
26/10/2020,AM 550 RADIO COLONIA," $ 121.992,00 "
26/10/2020,AM 630 RIVADAVIA," $ 110.000,00 "
26/10/2020,AM 630 RIVADAVIA," $ 106.200,00 "
26/10/2020,FM 95.5 CONCEPTO," $ 55.750,00 "
26/10/2020,FM 93.1 LATE," $ 48.000,00 "
26/10/2020,FM 95.5 CONCEPTO," $ 40.000,00 "
26/10/2020,AM 770 - COOPERATIVA -," $ 37.500,00 "
26/10/2020,FM 106.7 MILENIUM," $ 29.000,00 "
26/10/2020,FM 95.5 CONCEPTO," $ 29.000,00 "
26/10/2020,FM 95.5 CONCEPTO," $ 24.000,00 "
26/10/2020,AM 910 LA RED," $ 22.000,00 "
26/10/2020,FM 103.1 RADIO UNO," $ 20.625,00 "
26/10/2020,FM 106.7 MILENIUM," $ 20.000,00 "
26/10/2020,FM 88.5 Cítrica," $ 20.000,00 "
26/10/2020,FM 88.5 Cítrica," $ 20.000,00 "
26/10/2020,FM 95.5 CONCEPTO," $ 20.000,00 "
26/10/2020,FM 95.5 CONCEPTO," $ 20.000,00 "
26/10/2020,AM 1220  ECO MEDIOS," $ 20.000,00 "
26/10/2020,AM 1220  ECO MEDIOS," $ 20.000,00 "
26/10/2020,AM 790 RADIO MITRE," $ 20.000,00 "
26/10/2020,AM 630 RIVADAVIA," $ 18.000,00 "
26/10/2020,AM ECO PORTEÑA 1530 - FM ECO Bs.As. 88.9," $ 14.520,00 "
26/10/2020,AM 1220  ECO MEDIOS," $ 14.400,00 "
26/10/2020,AM 1220  ECO MEDIOS," $ 12.000,00 "
26/10/2020,FM 95.5 CONCEPTO," $ 11.500,00 "
26/10/2020,FM 95.5 CONCEPTO," $ 11.500,00 "
26/10/2020,AM 1030 DEL PLATA," $ 10.000,00 "
27/10/2020,FM 95.9 ROCK AND POP," $ 110.000,00 "
27/10/2020,AM 590 CONTINENTAL," $ 80.000,00 "
27/10/2020,FM 95.9 ROCK AND POP," $ 65.000,00 "
27/10/2020,FM 93.1 LATE," $ 50.000,00 "
27/10/2020,AM 1450 EL SOL," $ 50.000,00 "
27/10/2020,FM 94.9 RADIO BUNKER," $ 48.400,00 "
27/10/2020,FM 91.3 SIMPHONY," $ 48.400,00 "
27/10/2020,FM 95.9 ROCK AND POP," $ 29.500,00 "
27/10/2020,FM 95.9 ROCK AND POP," $ 18.000,00 "
27/10/2020,AM 1010 - ONDA LATINA," $ 10.000,00 "
28/10/2020,FM 97.1 LIKE," $ 51.455,25 "
28/10/2020,AM 1420 CON VOS," $ 30.000,00 "
28/10/2020,AM 950 CNN," $ 30.000,00 "
28/10/2020,FM 95.1 METRO," $ 18.000,00 "
28/10/2020,FM 95.1 METRO," $ 16.500,00 "
28/10/2020,FM 106.7 MILENIUM," $ 15.000,00 "
28/10/2020,AM 1420 CON VOS," $ 15.000,00 "
28/10/2020,FM 95.1 METRO," $ 13.068,00 "
29/10/2020,FM 95.5 CONCEPTO," $ 50.000,00 "
29/10/2020,FM 104.9 RADIO TOP," $ 30.000,00 "
29/10/2020,AM 550 RADIO COLONIA," $ 18.000,00 "
29/10/2020,FM 95.5 CONCEPTO," $ 13.500,00 "
01/11/2020,FM 95.5 CONCEPTO," $ 24.000,00 "
01/11/2020,FM 97.9 CULTURA," $ 20.790,00 "
01/11/2020,FM 97.9 CULTURA," $ 20.790,00 "
02/11/2020,FM 95.1 METRO," $ 698.775,00 "
02/11/2020,FM 101.5 POP," $ 609.840,00 "
02/11/2020,AM 710 RADIO DIEZ," $ 598.950,00 "
02/11/2020,AM 790 RADIO MITRE," $ 482.790,00 "
02/11/2020,FM 89.9 RADIO CON VOS," $ 334.413,75 "
02/11/2020,FM 95.9 ROCK AND POP," $ 327.475,91 "
02/11/2020,FM 99.9 LA 100," $ 304.920,00 "
02/11/2020,FM 92.1 VORTERIX," $ 219.681,79 "
02/11/2020,AM 950 CNN," $ 170.156,25 "
02/11/2020,AM 630 RIVADAVIA," $ 161.716,50 "
02/11/2020,AM 990 LA 990," $ 157.164,48 "
02/11/2020,FM 98.3 MEGA," $ 123.420,00 "
02/11/2020,FM 94.7 CLUB OCTUBRE," $ 108.900,00 "
02/11/2020,FM 89.1 OKTUBRE," $ 104.544,00 "
02/11/2020,FM 100.7 BLUE," $ 101.821,50 "
02/11/2020,FM 94.3 RADIO DISNEY," $ 59.435,81 "
02/11/2020,AM 790 RADIO MITRE," $ 40.000,00 "
04/11/2020,AM 910 LA RED," $ 503.118,00 "
04/11/2020,FM 102.3 ASPEN," $ 318.532,50 "
04/11/2020,FM 105.5 LOS 40 PRINCIPALES," $ 217.119,38 "
04/11/2020,FM 101.1 LATINA," $ 153.912,00 "
04/11/2020,AM 590 CONTINENTAL," $ 117.793,50 "
04/11/2020,FM 101.9 RADIO PERFIL," $ 101.636,37 "
05/11/2020,FM 95.9 ROCK AND POP," $ 25.000,00 "
10/11/2020,FM 94.3 RADIO DISNEY," $ 1.514.515,86 "
11/11/2020,AM 1220  ECO MEDIOS," $ 22.650,00 "
11/11/2020,AM 1220  ECO MEDIOS," $ 11.000,00 "
12/11/2020,AM 1420 CON VOS," $ 28.000,00 "
12/11/2020,AM 1220  ECO MEDIOS," $ 25.000,00 "
13/11/2020,FM 90.3 Radio Delta," $ 300.000,00 "
13/11/2020,FM 90.3 Radio Delta," $ 89.100,00 "
13/11/2020,FM 97.9 CULTURA," $ 87.609,60 "
13/11/2020,FM 90.3 Radio Delta," $ 83.160,00 "
13/11/2020,FM 90.3 Radio Delta," $ 80.388,00 "
13/11/2020,FM 90.3 Radio Delta," $ 73.180,80 "
13/11/2020,AM 710 RADIO DIEZ," $ 69.300,00 "
13/11/2020,FM 97.9 CULTURA," $ 58.752,00 "
13/11/2020,FM 90.3 Radio Delta," $ 50.077,44 "
13/11/2020,FM 90.3 Radio Delta," $ 40.803,84 "
13/11/2020,FM 90.3 Radio Delta," $ 39.916,80 "
13/11/2020,AM 790 RADIO MITRE," $ 32.832,00 "
13/11/2020,FM 90.3 Radio Delta," $ 30.000,00 "
13/11/2020,FM 106.7 MILENIUM," $ 28.339,20 "
13/11/2020,AM 790 RADIO MITRE," $ 23.500,80 "
13/11/2020,FM 97.9 CULTURA," $ 23.232,00 "
13/11/2020,AM 790 RADIO MITRE," $ 21.780,00 "
13/11/2020,FM 90.3 Radio Delta," $ 20.401,92 "
13/11/2020,FM 97.9 CULTURA," $ 17.424,00 "
13/11/2020,FM 90.3 Radio Delta," $ 16.632,00 "
13/11/2020,FM 106.7 MILENIUM," $ 13.068,00 "
16/11/2020,AM 910 LA RED," $ 55.000,00 "
16/11/2020,AM 950 CNN," $ 25.000,00 "
16/11/2020,AM 1420 CON VOS," $ 21.780,00 "
16/11/2020,FM 106.7 MILENIUM," $ 20.000,00 "
16/11/2020,AM 910 LA RED," $ 20.000,00 "
17/11/2020,FM 106.7 MILENIUM," $ 12.000,00 "
18/11/2020,AM 1420 CON VOS," $ 10.000,00 "
19/11/2020,AM 950 CNN," $ 40.000,00 "
19/11/2020,FM 97.9 CULTURA," $ 12.000,00 "
19/11/2020,FM 97.9 CULTURA," $ 10.300,00 "
19/11/2020,FM 97.9 CULTURA," $ 10.000,00 "
20/11/2020,AM 790 RADIO MITRE," $ 49.029,00 "
20/11/2020,AM 630 RIVADAVIA," $ 36.000,00 "
20/11/2020,FM 106.7 MILENIUM," $ 33.696,00 "
20/11/2020,AM 630 RIVADAVIA," $ 33.333,33 "
20/11/2020,FM 106.7 MILENIUM," $ 28.000,00 "
20/11/2020,FM 106.7 MILENIUM," $ 27.200,00 "
20/11/2020,AM 990 LA 990," $ 25.000,00 "
20/11/2020,FM 106.7 MILENIUM," $ 24.880,32 "
20/11/2020,AM 630 RIVADAVIA," $ 24.000,00 "
20/11/2020,FM 106.7 MILENIUM," $ 23.000,00 "
20/11/2020,FM 106.7 MILENIUM," $ 22.809,60 "
20/11/2020,FM 106.7 MILENIUM," $ 21.600,00 "
20/11/2020,FM 106.7 MILENIUM," $ 21.333,33 "
20/11/2020,FM 106.7 MILENIUM," $ 20.736,00 "
20/11/2020,FM 106.7 MILENIUM," $ 20.266,66 "
20/11/2020,FM 106.7 MILENIUM," $ 20.217,60 "
20/11/2020,FM 106.7 MILENIUM," $ 20.000,00 "
20/11/2020,FM 106.7 MILENIUM," $ 20.000,00 "
20/11/2020,FM 106.7 MILENIUM," $ 20.000,00 "
20/11/2020,AM 1420 CON VOS," $ 20.000,00 "
20/11/2020,FM 90.9 UB," $ 20.000,00 "
20/11/2020,FM 106.7 MILENIUM," $ 19.800,00 "
20/11/2020,AM 790 RADIO MITRE," $ 19.800,00 "
20/11/2020,AM 630 RIVADAVIA," $ 19.008,00 "
20/11/2020,AM 630 RIVADAVIA," $ 18.666,66 "
20/11/2020,FM 106.7 MILENIUM," $ 18.000,00 "
20/11/2020,FM 106.7 MILENIUM," $ 18.000,00 "
20/11/2020,FM 106.7 MILENIUM," $ 18.000,00 "
20/11/2020,FM 106.7 MILENIUM," $ 17.424,00 "
20/11/2020,FM 106.7 MILENIUM," $ 16.727,00 "
20/11/2020,AM 630 RIVADAVIA," $ 15.206,40 "
20/11/2020,FM 106.7 MILENIUM," $ 15.200,00 "
20/11/2020,AM 1420 CON VOS," $ 15.000,00 "
20/11/2020,FM 106.7 MILENIUM," $ 14.000,00 "
20/11/2020,FM 106.7 MILENIUM," $ 14.000,00 "
20/11/2020,FM 106.7 MILENIUM," $ 14.000,00 "
20/11/2020,FM 106.7 MILENIUM," $ 13.200,00 "
20/11/2020,FM 106.7 MILENIUM," $ 12.600,00 "
24/11/2020,AM 590 CONTINENTAL," $ 80.000,00 "
24/11/2020,FM 97.1 LIKE," $ 51.455,25 "
24/11/2020,AM 1420 CON VOS," $ 30.000,00 "
26/11/2020,FM 95.9 ROCK AND POP," $ 110.000,00 "
26/11/2020,FM 95.9 ROCK AND POP," $ 65.000,00 "
26/11/2020,FM 106.7 MILENIUM," $ 30.000,00 "
26/11/2020,AM 630 RIVADAVIA," $ 30.000,00 "
26/11/2020,FM 95.9 ROCK AND POP," $ 29.500,00 "
26/11/2020,FM 106.7 MILENIUM," $ 15.000,00 "
26/11/2020,FM 106.7 MILENIUM," $ 15.000,00 "
26/11/2020,AM 1010 - ONDA LATINA," $ 10.000,00 "
27/11/2020,FM 93.1 LATE," $ 50.000,00 "
27/11/2020,AM 1450 EL SOL," $ 50.000,00 "
27/11/2020,FM 91.3 SIMPHONY," $ 48.400,00 "
27/11/2020,FM 94.9 RADIO BUNKER," $ 48.400,00 "
27/11/2020,FM 97.9 CULTURA," $ 34.049,00 "
27/11/2020,FM 97.9 CULTURA," $ 33.057,00 "
27/11/2020,FM 97.9 CULTURA," $ 26.437,50 "
27/11/2020,FM 97.9 CULTURA," $ 25.000,00 "
27/11/2020,FM 97.9 CULTURA," $ 22.453,20 "
27/11/2020,FM 97.9 CULTURA," $ 22.275,00 "
27/11/2020,FM 97.9 CULTURA," $ 20.900,00 "
27/11/2020,FM 97.9 CULTURA," $ 18.900,00 "
27/11/2020,FM 97.9 CULTURA," $ 16.000,00 "
28/11/2020,FM 97.9 CULTURA," $ 25.000,00 "
30/11/2020,AM 790 RADIO MITRE," $ 480.000,00 "
30/11/2020,AM 790 RADIO MITRE," $ 377.200,00 "
30/11/2020,AM 950 CNN," $ 183.100,00 "
30/11/2020,FM 107.9 RADIO BERLIN," $ 180.000,00 "
30/11/2020,AM 550 RADIO COLONIA," $ 121.992,00 "
30/11/2020,AM 630 RIVADAVIA," $ 110.000,00 "
30/11/2020,AM 710 RADIO DIEZ," $ 61.000,00 "
30/11/2020,FM 95.5 CONCEPTO," $ 55.750,00 "
30/11/2020,AM 1220  ECO MEDIOS," $ 43.200,00 "
30/11/2020,FM 97.9 CULTURA," $ 35.000,00 "
30/11/2020,FM 88.5 Cítrica," $ 20.000,00 "
30/11/2020,AM 1220  ECO MEDIOS," $ 20.000,00 "
30/11/2020,AM 1220  ECO MEDIOS," $ 20.000,00 "
30/11/2020,AM 790 RADIO MITRE," $ 20.000,00 "
30/11/2020,FM 91.1 Amadeus," $ 18.000,00 "
30/11/2020,AM 630 RIVADAVIA," $ 18.000,00 "
30/11/2020,FM 95.9 ROCK AND POP," $ 18.000,00 "
30/11/2020,FM 92.3 LA RADIO AMA," $ 15.000,00 "
01/12/2020,AM 950 CNN," $ 30.000,00 "
01/12/2020,FM 104.9 RADIO TOP," $ 30.000,00 "
01/12/2020,FM 95.9 ROCK AND POP," $ 25.000,00 "
02/12/2020,FM 101.5 POP," $ 2.972.970,00 "
02/12/2020,AM 710 RADIO DIEZ," $ 2.866.792,50 "
02/12/2020,AM 790 RADIO MITRE," $ 2.028.444,00 "
02/12/2020,FM 95.1 METRO," $ 1.683.648,45 "
02/12/2020,FM 99.9 LA 100," $ 1.042.536,00 "
02/12/2020,FM 89.9 RADIO CON VOS," $ 986.271,00 "
02/12/2020,FM 95.9 ROCK AND POP," $ 764.110,46 "
02/12/2020,AM 630 RIVADAVIA," $ 626.651,44 "
02/12/2020,FM 92.1 VORTERIX," $ 619.272,19 "
02/12/2020,AM 950 CNN," $ 601.218,75 "
02/12/2020,AM 990 LA 990," $ 419.105,28 "
02/12/2020,FM 100.7 BLUE," $ 363.562,65 "
02/12/2020,FM 97.5 VALE," $ 235.950,00 "
02/12/2020,FM 98.3 MEGA," $ 228.690,00 "
02/12/2020,AM 550 RADIO COLONIA," $ 179.685,00 "
02/12/2020,FM 94.3 RADIO DISNEY," $ 150.875,51 "
02/12/2020,AM 1030 DEL PLATA," $ 82.328,40 "
03/12/2020,AM 910 LA RED," $ 2.134.440,00 "
03/12/2020,FM 102.3 ASPEN," $ 1.104.246,00 "
03/12/2020,FM 105.5 LOS 40 PRINCIPALES," $ 564.510,38 "
03/12/2020,FM 101.9 RADIO PERFIL," $ 209.251,35 "
04/12/2020,FM  96.3 RADIO JAI," $ 52.000,00 "
09/12/2020,FM  96.3 RADIO JAI," $ 70.000,00 "
11/12/2020,CADENA 3," $ 3.234.591,36 "
11/12/2020,GRUPO LITORAL," $ 2.062.728,30 "
11/12/2020,FM 94.3 RADIO DISNEY," $ 1.514.515,86 "
11/12/2020,FM 101.1 LATINA," $ 822.891,23 "
11/12/2020,GRUPO SHOPPING," $ 509.541,65 "
11/12/2020,GRUPO JUJUY," $ 407.060,88 "
11/12/2020,LU 9 MAR DEL PLATA," $ 341.111,97 "
11/12/2020,GRUPO HORIZONTES," $ 339.908,55 "
11/12/2020,"Mitre AM 790, Radio Colonia AM 550, Radio Nacional AM 870"," $ 220.000,00 "
11/12/2020,FM 102.1 LA PATRIADA," $ 64.795,50 "
11/12/2020,GRUPO TROKA," $ 46.835,71 "
11/12/2020,D. CUYO," $ 39.029,76 "
11/12/2020,GRUPO TRIBUNO," $ 25.206,72 "
18/12/2020,"Mitre AM 790, Radio Colonia AM 550, Radio Nacional AM 870"," $ 220.000,00 "
21/12/2020,FM 95.5 CONCEPTO," $ 12.000,00 "
22/12/2020,GRUPO MITRE CORDOBA," $ 628.425,60 "
22/12/2020,GRUPO MITRE MENDOZA," $ 269.007,20 "
22/12/2020,GRUPO MITRE SANTA FE," $ 244.952,40 "
23/12/2020,FM 95.1 METRO," $ 523.482,30 "
23/12/2020,AM 630 RIVADAVIA," $ 323.433,00 "
23/12/2020,AM 790 RADIO MITRE," $ 304.920,00 "
23/12/2020,FM 99.9 LA 100," $ 251.680,00 "
23/12/2020,AM 710 RADIO DIEZ," $ 223.850,00 "
23/12/2020,FM 95.9 ROCK AND POP," $ 218.317,27 "
23/12/2020,FM 105.5 LOS 40 PRINCIPALES," $ 209.632,50 "
23/12/2020,FM 101.5 POP," $ 203.280,00 "
23/12/2020,FM 92.1 VORTERIX," $ 202.211,33 "
23/12/2020,FM 102.3 ASPEN," $ 169.884,00 "
23/12/2020,AM 910 LA RED," $ 162.624,00 "
23/12/2020,AM 950 CNN," $ 151.250,00 "
28/12/2020,FM 95.1 METRO," $ 100.000,00 "
